C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,DAILY_ENTRIES,DAILY_EXITS
H016,R250,00-00-02,GRAND ST,L,BMT,05/27/2022,227.0,1273.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/21/2022,604.0,1536.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/22/2022,470.0,1424.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/23/2022,807.0,1382.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/24/2022,808.0,1446.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/25/2022,854.0,1545.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/26/2022,863.0,1509.0
H017,R265,00-00-00,MONTROSE AV,L,BMT,05/27/2022,782.0,1457.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/21/2022,492.0,609.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/22/2022,366.0,549.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/23/2022,576.0,529.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/24/2022,640.0,525.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/25/2022,671.0,505.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/26/2022,621.0,540.0
H017,R265,00-00-01,MONTROSE AV,L,BMT,05/27/2022,653.0,534.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/21/2022,727.0,526.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/22/2022,541.0,542.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/23/2022,1032.0,515.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/24/2022,1045.0,545.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/25/2022,1020.0,581.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/26/2022,1038.0,549.0
H017,R265,00-00-02,MONTROSE AV,L,BMT,05/27/2022,921.0,580.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/21/2022,519.0,982.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/22/2022,371.0,859.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/23/2022,595.0,989.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/24/2022,599.0,1069.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/25/2022,633.0,1131.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/26/2022,656.0,989.0
H019,R294,00-00-00,MORGAN AV,L,BMT,05/27/2022,613.0,1102.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/21/2022,283.0,293.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/22/2022,214.0,212.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/23/2022,332.0,213.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/24/2022,339.0,242.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/25/2022,377.0,275.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/26/2022,367.0,283.0
H019,R294,00-00-01,MORGAN AV,L,BMT,05/27/2022,375.0,283.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/21/2022,222.0,176.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/22/2022,164.0,117.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/23/2022,298.0,165.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/24/2022,336.0,201.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/25/2022,311.0,214.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/26/2022,345.0,189.0
H019,R294,00-00-02,MORGAN AV,L,BMT,05/27/2022,331.0,221.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/21/2022,344.0,669.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/22/2022,301.0,696.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/23/2022,399.0,746.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/24/2022,431.0,678.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/25/2022,413.0,742.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/26/2022,354.0,789.0
H019,R294,00-06-00,MORGAN AV,L,BMT,05/27/2022,420.0,739.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/21/2022,285.0,311.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/22/2022,257.0,278.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/23/2022,377.0,385.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/24/2022,329.0,427.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/25/2022,352.0,434.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/26/2022,343.0,419.0
H019,R294,00-06-01,MORGAN AV,L,BMT,05/27/2022,325.0,408.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/21/2022,167.0,172.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/22/2022,158.0,185.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/23/2022,185.0,314.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/24/2022,190.0,315.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/25/2022,205.0,373.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/26/2022,206.0,330.0
H019,R294,00-06-02,MORGAN AV,L,BMT,05/27/2022,184.0,339.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/21/2022,552.0,564.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/22/2022,459.0,551.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/23/2022,721.0,517.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/24/2022,776.0,558.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/25/2022,775.0,610.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/26/2022,771.0,577.0
H022,R279,00-00-00,JEFFERSON ST,L,BMT,05/27/2022,729.0,593.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/21/2022,313.0,240.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/22/2022,286.0,252.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/23/2022,373.0,281.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/24/2022,374.0,283.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/25/2022,369.0,312.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/26/2022,389.0,311.0
H022,R279,00-00-01,JEFFERSON ST,L,BMT,05/27/2022,340.0,331.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/21/2022,542.0,294.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/22/2022,454.0,295.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/23/2022,731.0,312.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/24/2022,687.0,335.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/25/2022,744.0,342.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/26/2022,719.0,306.0
H022,R279,00-00-02,JEFFERSON ST,L,BMT,05/27/2022,696.0,334.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/21/2022,202.0,148.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/22/2022,169.0,210.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/23/2022,254.0,74.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/24/2022,281.0,114.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/25/2022,247.0,118.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/26/2022,291.0,126.0
H022,R279,00-06-00,JEFFERSON ST,L,BMT,05/27/2022,316.0,111.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/21/2022,652.0,90.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/22/2022,540.0,125.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/23/2022,757.0,75.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/24/2022,741.0,60.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/25/2022,720.0,93.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/26/2022,765.0,106.0
H022,R279,00-06-01,JEFFERSON ST,L,BMT,05/27/2022,749.0,105.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/21/2022,522.0,442.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/22/2022,440.0,371.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/23/2022,891.0,561.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/24/2022,971.0,663.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/25/2022,921.0,639.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/26/2022,875.0,615.0
H023,R236,00-00-00,DEKALB AV,L,BMT,05/27/2022,875.0,603.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/21/2022,324.0,244.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/22/2022,242.0,210.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/23/2022,513.0,346.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/24/2022,517.0,426.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/25/2022,520.0,330.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/26/2022,527.0,300.0
H023,R236,00-00-01,DEKALB AV,L,BMT,05/27/2022,512.0,344.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/21/2022,719.0,556.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/22/2022,511.0,518.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/23/2022,1039.0,658.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/24/2022,1073.0,765.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/25/2022,1039.0,687.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/26/2022,1039.0,663.0
H023,R236,00-00-02,DEKALB AV,L,BMT,05/27/2022,956.0,655.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/21/2022,517.0,240.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/22/2022,432.0,171.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/23/2022,750.0,355.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/24/2022,866.0,401.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/25/2022,774.0,365.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/26/2022,808.0,364.0
H023,R236,00-06-00,DEKALB AV,L,BMT,05/27/2022,722.0,395.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/21/2022,882.0,33.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/22/2022,719.0,36.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/23/2022,1192.0,45.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/24/2022,1138.0,52.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/25/2022,1174.0,38.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/26/2022,1209.0,46.0
H023,R236,00-06-01,DEKALB AV,L,BMT,05/27/2022,1203.0,50.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/21/2022,229.0,371.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/22/2022,181.0,311.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/23/2022,401.0,427.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/24/2022,385.0,380.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/25/2022,417.0,485.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/26/2022,423.0,438.0
H023,R236,00-06-02,DEKALB AV,L,BMT,05/27/2022,387.0,452.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,536.0,2748.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,421.0,2556.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,799.0,3094.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,835.0,3087.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,808.0,3226.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,780.0,3037.0
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,727.0,3004.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,981.0,719.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,732.0,619.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,1385.0,891.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,1339.0,830.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,1362.0,874.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,1266.0,855.0
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,1319.0,884.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,799.0,148.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,658.0,150.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,1192.0,249.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,1274.0,178.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,1273.0,225.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,1258.0,193.0
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,1133.0,216.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,730.0,78.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,616.0,67.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,1121.0,97.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,1159.0,85.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,1170.0,77.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,1138.0,77.0
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,1104.0,73.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,445.0,52.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,284.0,46.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,679.0,65.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,800.0,53.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,775.0,53.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,831.0,66.0
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,770.0,63.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,18.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,17.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,12.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,24.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,25.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,21.0,0.0
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,23.0,0.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,0.0,4.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,0.0,1.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,0.0,0.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,0.0,2.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,0.0,7.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,0.0,2.0
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,0.0,5.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,648.0,568.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,612.0,479.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,839.0,729.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,879.0,732.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,901.0,734.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,801.0,691.0
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,823.0,651.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,360.0,595.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,333.0,463.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,557.0,689.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,509.0,703.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,468.0,657.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,521.0,647.0
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,488.0,663.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,533.0,1224.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,356.0,1050.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,765.0,1408.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,746.0,1372.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,803.0,1359.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,794.0,1341.0
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,766.0,1384.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,570.0,189.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,468.0,138.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,650.0,229.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,748.0,316.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,732.0,253.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,759.0,243.0
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,679.0,232.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,284.0,66.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,207.0,62.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,374.0,105.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,417.0,113.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,417.0,106.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,431.0,85.0
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,383.0,91.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/21/2022,169.0,71.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/22/2022,139.0,64.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/23/2022,298.0,82.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/24/2022,234.0,121.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/25/2022,245.0,90.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/26/2022,245.0,109.0
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,05/27/2022,211.0,100.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/21/2022,308.0,334.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/22/2022,259.0,297.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/23/2022,592.0,552.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/24/2022,577.0,532.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/25/2022,563.0,568.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/26/2022,539.0,598.0
H028,R266,00-00-00,HALSEY ST,L,BMT,05/27/2022,546.0,542.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/21/2022,294.0,82.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/22/2022,243.0,77.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/23/2022,481.0,135.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/24/2022,445.0,149.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/25/2022,500.0,175.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/26/2022,479.0,156.0
H028,R266,00-00-01,HALSEY ST,L,BMT,05/27/2022,412.0,150.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/21/2022,413.0,67.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/22/2022,311.0,48.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/23/2022,604.0,95.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/24/2022,643.0,105.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/25/2022,676.0,85.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/26/2022,614.0,101.0
H028,R266,00-00-02,HALSEY ST,L,BMT,05/27/2022,640.0,98.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/21/2022,402.0,46.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/22/2022,307.0,57.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/23/2022,626.0,67.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/24/2022,668.0,37.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/25/2022,650.0,47.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/26/2022,682.0,54.0
H028,R266,00-06-00,HALSEY ST,L,BMT,05/27/2022,643.0,48.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/21/2022,103.0,159.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/22/2022,85.0,236.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/23/2022,184.0,260.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/24/2022,198.0,351.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/25/2022,214.0,288.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/26/2022,195.0,269.0
H028,R266,00-06-01,HALSEY ST,L,BMT,05/27/2022,200.0,246.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/21/2022,55.0,345.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/22/2022,34.0,365.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/23/2022,31.0,463.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/24/2022,43.0,487.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/25/2022,53.0,505.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/26/2022,36.0,454.0
H030,R266,01-00-00,HALSEY ST,L,BMT,05/27/2022,50.0,476.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/21/2022,80.0,447.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/22/2022,59.0,531.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/23/2022,195.0,532.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/24/2022,164.0,585.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/25/2022,162.0,583.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/26/2022,192.0,537.0
H030,R266,01-00-01,HALSEY ST,L,BMT,05/27/2022,174.0,555.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/21/2022,142.0,943.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/22/2022,110.0,1083.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/23/2022,248.0,1177.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/24/2022,222.0,1178.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/25/2022,225.0,1140.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/26/2022,209.0,1147.0
H030,R266,01-00-02,HALSEY ST,L,BMT,05/27/2022,242.0,1181.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/21/2022,327.0,908.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/22/2022,294.0,832.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/23/2022,512.0,1109.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/24/2022,556.0,1158.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/25/2022,502.0,1211.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/26/2022,512.0,1182.0
H032,R295,00-00-00,WILSON AV,L,BMT,05/27/2022,481.0,1198.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/21/2022,304.0,526.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/22/2022,252.0,454.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/23/2022,472.0,641.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/24/2022,522.0,679.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/25/2022,528.0,694.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/26/2022,471.0,693.0
H032,R295,00-00-01,WILSON AV,L,BMT,05/27/2022,489.0,681.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/21/2022,498.0,532.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/22/2022,403.0,480.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/23/2022,754.0,739.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/24/2022,807.0,790.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/25/2022,856.0,828.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/26/2022,848.0,782.0
H032,R295,00-00-02,WILSON AV,L,BMT,05/27/2022,803.0,729.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/21/2022,11.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/22/2022,3.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/23/2022,14.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/24/2022,16.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/25/2022,13.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/26/2022,8.0,0.0
H032,R295,00-05-00,WILSON AV,L,BMT,05/27/2022,11.0,0.0
H032,R295,00-05-01,WILSON AV,L,BMT,05/21/2022,0.0,0.0
H032,R295,00-05-01,WILSON AV,L,BMT,05/22/2022,0.0,0.0
H032,R295,00-05-01,WILSON AV,L,BMT,05/23/2022,0.0,0.0
