C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,DAILY_ENTRIES,DAILY_EXITS
N203,R195,00-00-04,161/YANKEE STAD,BD4,IND,05/26/2022,904.0,913.0
N203,R195,00-00-04,161/YANKEE STAD,BD4,IND,05/27/2022,848.0,855.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/21/2022,191.0,130.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/22/2022,16.0,85.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/23/2022,6.0,97.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/24/2022,0.0,66.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/25/2022,1.0,98.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-03-00,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/21/2022,285.0,170.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/22/2022,77.0,151.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/23/2022,6.0,138.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/24/2022,12.0,144.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/25/2022,15.0,136.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-03-01,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/21/2022,338.0,185.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/22/2022,113.0,169.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/23/2022,21.0,137.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/24/2022,16.0,142.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/25/2022,22.0,147.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-03-02,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/21/2022,509.0,119.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/22/2022,265.0,86.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/23/2022,26.0,53.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/24/2022,32.0,88.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/25/2022,34.0,101.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-03-03,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/21/2022,550.0,72.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/22/2022,378.0,60.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/23/2022,80.0,31.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/24/2022,86.0,45.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/25/2022,97.0,34.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-03-04,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/21/2022,406.0,64.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/22/2022,217.0,38.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/23/2022,20.0,10.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/24/2022,19.0,27.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/25/2022,22.0,26.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,2.0
N203,R195,00-03-05,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/21/2022,81.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/22/2022,54.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/23/2022,88.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/24/2022,78.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/25/2022,88.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/26/2022,91.0,0.0
N203,R195,00-05-00,161/YANKEE STAD,BD4,IND,05/27/2022,75.0,0.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/21/2022,0.0,0.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/22/2022,0.0,0.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/23/2022,0.0,3.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/24/2022,0.0,2.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/25/2022,0.0,1.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/26/2022,0.0,0.0
N203,R195,00-05-01,161/YANKEE STAD,BD4,IND,05/27/2022,0.0,1.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/21/2022,115.0,1199.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/22/2022,76.0,976.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/23/2022,207.0,1372.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/24/2022,193.0,1374.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/25/2022,219.0,1540.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/26/2022,225.0,1000.0
N205,R195,02-00-00,161/YANKEE STAD,BD4,IND,05/27/2022,201.0,907.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/21/2022,190.0,739.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/22/2022,106.0,523.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/23/2022,267.0,824.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/24/2022,305.0,853.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/25/2022,298.0,906.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/26/2022,306.0,482.0
N205,R195,02-00-01,161/YANKEE STAD,BD4,IND,05/27/2022,293.0,439.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/21/2022,315.0,412.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/22/2022,217.0,268.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/23/2022,511.0,377.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/24/2022,495.0,379.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/25/2022,497.0,385.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/26/2022,486.0,219.0
N205,R195,02-00-02,161/YANKEE STAD,BD4,IND,05/27/2022,428.0,213.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/21/2022,548.0,582.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/22/2022,420.0,566.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/23/2022,932.0,625.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/24/2022,1014.0,616.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/25/2022,980.0,748.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/26/2022,970.0,458.0
N205,R195,02-00-03,161/YANKEE STAD,BD4,IND,05/27/2022,883.0,473.0
N206,R104,01-00-00,167 ST,BD,IND,05/21/2022,202.0,199.0
N206,R104,01-00-00,167 ST,BD,IND,05/22/2022,164.0,162.0
N206,R104,01-00-00,167 ST,BD,IND,05/23/2022,338.0,315.0
N206,R104,01-00-00,167 ST,BD,IND,05/24/2022,303.0,356.0
N206,R104,01-00-00,167 ST,BD,IND,05/25/2022,379.0,306.0
N206,R104,01-00-00,167 ST,BD,IND,05/26/2022,358.0,322.0
N206,R104,01-00-00,167 ST,BD,IND,05/27/2022,344.0,341.0
N206,R104,01-00-01,167 ST,BD,IND,05/21/2022,150.0,75.0
N206,R104,01-00-01,167 ST,BD,IND,05/22/2022,118.0,48.0
N206,R104,01-00-01,167 ST,BD,IND,05/23/2022,263.0,94.0
N206,R104,01-00-01,167 ST,BD,IND,05/24/2022,295.0,115.0
N206,R104,01-00-01,167 ST,BD,IND,05/25/2022,342.0,106.0
N206,R104,01-00-01,167 ST,BD,IND,05/26/2022,308.0,107.0
N206,R104,01-00-01,167 ST,BD,IND,05/27/2022,226.0,109.0
N206,R104,01-00-02,167 ST,BD,IND,05/21/2022,253.0,105.0
N206,R104,01-00-02,167 ST,BD,IND,05/22/2022,176.0,111.0
N206,R104,01-00-02,167 ST,BD,IND,05/23/2022,428.0,143.0
N206,R104,01-00-02,167 ST,BD,IND,05/24/2022,470.0,144.0
N206,R104,01-00-02,167 ST,BD,IND,05/25/2022,354.0,159.0
N206,R104,01-00-02,167 ST,BD,IND,05/26/2022,445.0,168.0
N206,R104,01-00-02,167 ST,BD,IND,05/27/2022,458.0,144.0
N207,R104,00-00-00,167 ST,BD,IND,05/21/2022,536.0,693.0
N207,R104,00-00-00,167 ST,BD,IND,05/22/2022,476.0,600.0
N207,R104,00-00-00,167 ST,BD,IND,05/23/2022,1047.0,838.0
N207,R104,00-00-00,167 ST,BD,IND,05/24/2022,1079.0,810.0
N207,R104,00-00-00,167 ST,BD,IND,05/25/2022,1082.0,805.0
N207,R104,00-00-00,167 ST,BD,IND,05/26/2022,995.0,857.0
N207,R104,00-00-00,167 ST,BD,IND,05/27/2022,1036.0,863.0
N207,R104,00-00-01,167 ST,BD,IND,05/21/2022,380.0,269.0
N207,R104,00-00-01,167 ST,BD,IND,05/22/2022,284.0,215.0
N207,R104,00-00-01,167 ST,BD,IND,05/23/2022,582.0,389.0
N207,R104,00-00-01,167 ST,BD,IND,05/24/2022,532.0,418.0
N207,R104,00-00-01,167 ST,BD,IND,05/25/2022,615.0,385.0
N207,R104,00-00-01,167 ST,BD,IND,05/26/2022,619.0,362.0
N207,R104,00-00-01,167 ST,BD,IND,05/27/2022,587.0,403.0
N207,R104,00-00-02,167 ST,BD,IND,05/21/2022,314.0,157.0
N207,R104,00-00-02,167 ST,BD,IND,05/22/2022,261.0,125.0
N207,R104,00-00-02,167 ST,BD,IND,05/23/2022,504.0,265.0
N207,R104,00-00-02,167 ST,BD,IND,05/24/2022,550.0,284.0
N207,R104,00-00-02,167 ST,BD,IND,05/25/2022,561.0,296.0
N207,R104,00-00-02,167 ST,BD,IND,05/26/2022,543.0,281.0
N207,R104,00-00-02,167 ST,BD,IND,05/27/2022,528.0,270.0
N207,R104,00-00-03,167 ST,BD,IND,05/21/2022,623.0,339.0
N207,R104,00-00-03,167 ST,BD,IND,05/22/2022,532.0,265.0
N207,R104,00-00-03,167 ST,BD,IND,05/23/2022,868.0,494.0
N207,R104,00-00-03,167 ST,BD,IND,05/24/2022,910.0,492.0
N207,R104,00-00-03,167 ST,BD,IND,05/25/2022,1018.0,461.0
N207,R104,00-00-03,167 ST,BD,IND,05/26/2022,1005.0,512.0
N207,R104,00-00-03,167 ST,BD,IND,05/27/2022,935.0,526.0
N208,R443,01-00-00,170 ST,BD,IND,05/21/2022,264.0,259.0
N208,R443,01-00-00,170 ST,BD,IND,05/22/2022,219.0,257.0
N208,R443,01-00-00,170 ST,BD,IND,05/23/2022,307.0,329.0
N208,R443,01-00-00,170 ST,BD,IND,05/24/2022,436.0,338.0
N208,R443,01-00-00,170 ST,BD,IND,05/25/2022,262.0,338.0
N208,R443,01-00-00,170 ST,BD,IND,05/26/2022,289.0,343.0
N208,R443,01-00-00,170 ST,BD,IND,05/27/2022,293.0,362.0
N208,R443,01-00-01,170 ST,BD,IND,05/21/2022,235.0,82.0
N208,R443,01-00-01,170 ST,BD,IND,05/22/2022,158.0,83.0
N208,R443,01-00-01,170 ST,BD,IND,05/23/2022,378.0,147.0
N208,R443,01-00-01,170 ST,BD,IND,05/24/2022,398.0,138.0
N208,R443,01-00-01,170 ST,BD,IND,05/25/2022,408.0,186.0
N208,R443,01-00-01,170 ST,BD,IND,05/26/2022,384.0,188.0
N208,R443,01-00-01,170 ST,BD,IND,05/27/2022,346.0,143.0
N208,R443,01-00-02,170 ST,BD,IND,05/21/2022,375.0,184.0
N208,R443,01-00-02,170 ST,BD,IND,05/22/2022,292.0,115.0
N208,R443,01-00-02,170 ST,BD,IND,05/23/2022,580.0,244.0
N208,R443,01-00-02,170 ST,BD,IND,05/24/2022,555.0,206.0
N208,R443,01-00-02,170 ST,BD,IND,05/25/2022,625.0,260.0
N208,R443,01-00-02,170 ST,BD,IND,05/26/2022,622.0,249.0
N208,R443,01-00-02,170 ST,BD,IND,05/27/2022,608.0,210.0
N208,R443,01-05-00,170 ST,BD,IND,05/21/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/22/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/23/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/24/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/25/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/26/2022,0.0,0.0
N208,R443,01-05-00,170 ST,BD,IND,05/27/2022,0.0,0.0
N208,R443,01-05-01,170 ST,BD,IND,05/21/2022,0.0,0.0
N208,R443,01-05-01,170 ST,BD,IND,05/22/2022,0.0,1.0
N208,R443,01-05-01,170 ST,BD,IND,05/23/2022,0.0,2.0
N208,R443,01-05-01,170 ST,BD,IND,05/24/2022,0.0,3.0
N208,R443,01-05-01,170 ST,BD,IND,05/25/2022,0.0,1.0
N208,R443,01-05-01,170 ST,BD,IND,05/26/2022,0.0,2.0
N208,R443,01-05-01,170 ST,BD,IND,05/27/2022,0.0,0.0
N208,R443,01-06-00,170 ST,BD,IND,05/21/2022,88.0,123.0
N208,R443,01-06-00,170 ST,BD,IND,05/22/2022,68.0,87.0
N208,R443,01-06-00,170 ST,BD,IND,05/23/2022,191.0,189.0
N208,R443,01-06-00,170 ST,BD,IND,05/24/2022,199.0,200.0
N208,R443,01-06-00,170 ST,BD,IND,05/25/2022,207.0,201.0
N208,R443,01-06-00,170 ST,BD,IND,05/26/2022,186.0,184.0
N208,R443,01-06-00,170 ST,BD,IND,05/27/2022,204.0,184.0
N208,R443,01-06-01,170 ST,BD,IND,05/21/2022,66.0,61.0
N208,R443,01-06-01,170 ST,BD,IND,05/22/2022,47.0,42.0
N208,R443,01-06-01,170 ST,BD,IND,05/23/2022,131.0,85.0
N208,R443,01-06-01,170 ST,BD,IND,05/24/2022,152.0,94.0
N208,R443,01-06-01,170 ST,BD,IND,05/25/2022,141.0,90.0
N208,R443,01-06-01,170 ST,BD,IND,05/26/2022,154.0,96.0
N208,R443,01-06-01,170 ST,BD,IND,05/27/2022,125.0,95.0
N209,R443,00-00-00,170 ST,BD,IND,05/21/2022,351.0,437.0
N209,R443,00-00-00,170 ST,BD,IND,05/22/2022,300.0,415.0
N209,R443,00-00-00,170 ST,BD,IND,05/23/2022,701.0,838.0
N209,R443,00-00-00,170 ST,BD,IND,05/24/2022,767.0,820.0
N209,R443,00-00-00,170 ST,BD,IND,05/25/2022,766.0,843.0
N209,R443,00-00-00,170 ST,BD,IND,05/26/2022,806.0,814.0
N209,R443,00-00-00,170 ST,BD,IND,05/27/2022,720.0,791.0
N209,R443,00-00-01,170 ST,BD,IND,05/21/2022,221.0,227.0
N209,R443,00-00-01,170 ST,BD,IND,05/22/2022,156.0,205.0
N209,R443,00-00-01,170 ST,BD,IND,05/23/2022,478.0,375.0
N209,R443,00-00-01,170 ST,BD,IND,05/24/2022,451.0,361.0
N209,R443,00-00-01,170 ST,BD,IND,05/25/2022,439.0,405.0
N209,R443,00-00-01,170 ST,BD,IND,05/26/2022,428.0,400.0
N209,R443,00-00-01,170 ST,BD,IND,05/27/2022,405.0,391.0
N209,R443,00-00-02,170 ST,BD,IND,05/21/2022,294.0,226.0
N209,R443,00-00-02,170 ST,BD,IND,05/22/2022,192.0,170.0
N209,R443,00-00-02,170 ST,BD,IND,05/23/2022,392.0,428.0
N209,R443,00-00-02,170 ST,BD,IND,05/24/2022,560.0,457.0
N209,R443,00-00-02,170 ST,BD,IND,05/25/2022,568.0,419.0
N209,R443,00-00-02,170 ST,BD,IND,05/26/2022,542.0,401.0
N209,R443,00-00-02,170 ST,BD,IND,05/27/2022,554.0,423.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/21/2022,376.0,158.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/22/2022,269.0,108.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/23/2022,569.0,215.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/24/2022,593.0,262.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/25/2022,622.0,231.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/26/2022,639.0,231.0
N210,R253,00-00-00,174-175 STS,BD,IND,05/27/2022,592.0,206.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/21/2022,219.0,60.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/22/2022,170.0,45.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/23/2022,329.0,67.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/24/2022,379.0,81.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/25/2022,402.0,62.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/26/2022,364.0,70.0
N210,R253,00-00-01,174-175 STS,BD,IND,05/27/2022,373.0,81.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/21/2022,116.0,160.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/22/2022,96.0,156.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/23/2022,289.0,217.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/24/2022,329.0,245.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/25/2022,340.0,208.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/26/2022,339.0,254.0
N210,R253,00-00-02,174-175 STS,BD,IND,05/27/2022,320.0,243.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/21/2022,71.0,287.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/22/2022,57.0,239.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/23/2022,176.0,418.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/24/2022,206.0,422.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/25/2022,197.0,387.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/26/2022,174.0,398.0
N212,R253,01-00-00,174-175 STS,BD,IND,05/27/2022,171.0,429.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/21/2022,63.0,72.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/22/2022,46.0,67.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/23/2022,118.0,123.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/24/2022,116.0,117.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/25/2022,97.0,127.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/26/2022,123.0,136.0
N212,R253,01-00-01,174-175 STS,BD,IND,05/27/2022,100.0,100.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/21/2022,43.0,62.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/22/2022,33.0,45.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/23/2022,95.0,105.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/24/2022,97.0,116.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/25/2022,118.0,119.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/26/2022,104.0,126.0
N212,R253,01-00-02,174-175 STS,BD,IND,05/27/2022,90.0,89.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/21/2022,88.0,85.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/22/2022,69.0,71.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/23/2022,182.0,175.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/24/2022,217.0,193.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/25/2022,178.0,201.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/26/2022,195.0,169.0
N212,R253,01-03-00,174-175 STS,BD,IND,05/27/2022,176.0,161.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/21/2022,111.0,63.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/22/2022,65.0,48.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/23/2022,215.0,121.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/24/2022,219.0,107.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/25/2022,203.0,117.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/26/2022,217.0,135.0
N212,R253,01-03-01,174-175 STS,BD,IND,05/27/2022,192.0,124.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/21/2022,160.0,129.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/22/2022,117.0,100.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/23/2022,253.0,191.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/24/2022,281.0,212.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/25/2022,297.0,201.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/26/2022,259.0,192.0
N212,R253,01-03-02,174-175 STS,BD,IND,05/27/2022,293.0,223.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/21/2022,378.0,517.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/22/2022,296.0,441.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/23/2022,681.0,779.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/24/2022,753.0,787.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/25/2022,716.0,841.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/26/2022,704.0,792.0
N213,R154,00-00-00,TREMONT AV,BD,IND,05/27/2022,709.0,713.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/21/2022,152.0,364.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/22/2022,167.0,311.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/23/2022,299.0,590.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/24/2022,321.0,601.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/25/2022,279.0,617.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/26/2022,285.0,588.0
N213,R154,00-00-01,TREMONT AV,BD,IND,05/27/2022,293.0,512.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/21/2022,125.0,313.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/22/2022,83.0,262.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/23/2022,240.0,456.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/24/2022,208.0,457.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/25/2022,207.0,477.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/26/2022,190.0,482.0
N213,R154,00-00-02,TREMONT AV,BD,IND,05/27/2022,207.0,406.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/21/2022,156.0,288.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/22/2022,140.0,211.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/23/2022,230.0,418.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/24/2022,231.0,448.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/25/2022,280.0,440.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/26/2022,237.0,455.0
N213,R154,00-00-03,TREMONT AV,BD,IND,05/27/2022,270.0,441.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/21/2022,196.0,302.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/22/2022,177.0,267.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/23/2022,357.0,481.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/24/2022,369.0,456.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/25/2022,362.0,494.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/26/2022,357.0,432.0
N213,R154,00-00-04,TREMONT AV,BD,IND,05/27/2022,352.0,436.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/21/2022,492.0,297.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/22/2022,320.0,305.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/23/2022,781.0,520.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/24/2022,822.0,499.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/25/2022,822.0,508.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/26/2022,795.0,536.0
N213,R154,00-00-05,TREMONT AV,BD,IND,05/27/2022,782.0,457.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/21/2022,291.0,250.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/22/2022,344.0,211.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/23/2022,677.0,463.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/24/2022,543.0,477.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/25/2022,543.0,469.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/26/2022,513.0,473.0
N213,R154,00-06-00,TREMONT AV,BD,IND,05/27/2022,540.0,435.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/21/2022,249.0,571.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/22/2022,38.0,462.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/23/2022,180.0,888.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/24/2022,355.0,916.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/25/2022,364.0,866.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/26/2022,406.0,840.0
N213,R154,00-06-01,TREMONT AV,BD,IND,05/27/2022,392.0,750.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/21/2022,466.0,181.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/22/2022,380.0,140.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/23/2022,835.0,243.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/24/2022,861.0,224.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/25/2022,862.0,246.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/26/2022,868.0,241.0
N213,R154,00-06-02,TREMONT AV,BD,IND,05/27/2022,803.0,249.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/21/2022,470.0,397.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/22/2022,388.0,369.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/23/2022,736.0,540.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/24/2022,764.0,528.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/25/2022,830.0,536.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/26/2022,790.0,561.0
N215,R237,00-00-00,182-183 STS,BD,IND,05/27/2022,824.0,513.0
N215,R237,00-00-01,182-183 STS,BD,IND,05/21/2022,285.0,252.0
N215,R237,00-00-01,182-183 STS,BD,IND,05/22/2022,238.0,216.0
N215,R237,00-00-01,182-183 STS,BD,IND,05/23/2022,457.0,359.0
